序号,代码,名称,最新价 2026.03.13,涨跌幅(%) 2026.03.13,市场码,板块编码,指数内码,市场名,指数小类,成分股,涨跌额(元) 2026.03.13,最高价(元) 2026.03.13,最低价(元) 2026.03.13,换手率(%) 2026.03.13,量比 2026.03.13,成交量(股) 2026.03.13,成交额 2026.03.13,市盈率(TTM) 2026.03.13,总市值(元) 2026.03.13,CHOICE_INNER_CODE,IN_OPTIONAL
1,861581,互联网服务,942.54,-3.24,61,905017012,1004598562,EI,东财概念,云鼎科技、神州信息、智度股份、紫光股份、新大陆、生意宝、三维通信、利欧股份、岩山科技、启明信息、新华都、遥望科技、焦点科技、亚联发展、皖通科技、天娱数科、太极股份、千方科技、科远智慧、中远海科、榕基软件、恒大高新、捷顺科技、荣联科技、博彦科技、中科金财、真视通、久远银海、中新赛克、竞业达、若羽臣、深纺织B、网宿科技、ST银江、ST赛为、东方财富、思创智联、数码视讯、ST易联众、世纪瑞尔、东方国信、ST迪威迅、万达信息、汉得信息、行云科技、易华录、上海钢联、银信科技、天玑科技、新开普、初灵信息、佳创视讯、联建光电、华宇软件、海联讯、飞利信、朗玛信息、荣科科技、三六五网、海峡创新、旋极信息、光环新网、天利科技、昆仑万维、ST浩丰、运达科技、润泽科技、浩云科技、星徽股份、中科创达、维宏股份、新迅达、辰安科技、今天国际、先进数通、华凯易佰、汇纳科技、彩讯股份、正元智慧、宇信科技、中科信息、赛意信息、奥飞数据、每日互动、值得买、壹网壹创、首都在线、天阳科技、铜牛信息、创识科技、凯淳股份、亚康股份、青木科技、易点天下、汉仪股份、卓创资讯、挖金客、赛维时代、蜂助手、宏景科技、世纪恒通、南网数字、国网信通、*ST返利、航天信息、ST联合、华胜天成、金证股份、信雅达、大位科技、东软集团、实达集团、浪潮软件、浙大网新、宝信软件、电科数字、税友股份、恒为科技、国联股份、南威软件、ST智知、数据港、城地香江、金桥信息、新炬网络、博汇科技、当虹科技、佳华科技、虹软科技、优刻得、开普云、博睿数据、卓易信息、浩瀚深度、青云科技、光云科技、慧辰股份、正元地信、航天软件、中科星图、罗普特、智明达、蚂蚁集团、海天瑞声、云赛B股、立方控股、美登科技、广脉科技、云鼎科技、神州信息、智度股份、紫光股份、新大陆、生意宝、三维通信、利欧股份、岩山科技、启明信息、新华都、遥望科技、焦点科技、亚联发展、皖通科技、天娱数科、太极股份、千方科技、科远智慧、中远海科、榕基软件、恒大高新、捷顺科技、荣联科技、博彦科技、中科金财、真视通、久远银海、中新赛克、竞业达、若羽臣、深纺织B、网宿科技、ST银江、ST赛为、东方财富、思创智联、数码视讯、ST易联众、世纪瑞尔、东方国信、ST迪威迅、万达信息、汉得信息、行云科技、易华录、上海钢联、银信科技、天玑科技、新开普、初灵信息、佳创视讯、联建光电、华宇软件、海联讯、飞利信、朗玛信息、荣科科技、三六五网、海峡创新、旋极信息、光环新网、天利科技、昆仑万维、ST浩丰、运达科技、润泽科技、浩云科技、星徽股份、中科创达、维宏股份、新迅达、辰安科技、今天国际、先进数通、华凯易佰、汇纳科技、彩讯股份、正元智慧、宇信科技、中科信息、赛意信息、奥飞数据、每日互动、值得买、壹网壹创、首都在线、天阳科技、铜牛信息、创识科技、凯淳股份、亚康股份、青木科技、易点天下、汉仪股份、卓创资讯、挖金客、赛维时代、蜂助手、宏景科技、世纪恒通、南网数字、国网信通、*ST返利、航天信息、ST联合、华胜天成、金证股份、信雅达、大位科技、东软集团、实达集团、浪潮软件、浙大网新、宝信软件、电科数字、税友股份、恒为科技、国联股份、南威软件、ST智知、数据港、城地香江、金桥信息、新炬网络、博汇科技、当虹科技、佳华科技、虹软科技、优刻得、开普云、博睿数据、卓易信息、浩瀚深度、青云科技、光云科技、慧辰股份、正元地信、航天软件、中科星图、罗普特、智明达、蚂蚁集团、海天瑞声、云赛B股、立方控股、美登科技、广脉科技,-31.54,966.24,941.56,0.00,0.92,51.32亿,986.30亿,62.06,2.20万亿,1004598562,False
